Mon Dec 19 16:18:49 2016    scene_title.tmp

         17201892 function calls (17199834 primitive calls) in 96.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      542    0.005    0.000   23.367    0.043 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:388(update_layers)
      542    0.032    0.000   23.362    0.043 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:389(<listcomp>)
      542    2.364    0.004   22.009    0.041 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:256(on_update)
  3369790   13.705    0.000   19.923    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\rnd_gen.py:500(get_tile_cost)
   386446    7.974    0.000   19.282    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:120(update_pos)
  4524054    8.478    0.000    8.479    0.000 {function RangedDictionary.__getitem__ at 0x03CDD7C8}
        2    0.000    0.000    5.945    2.973 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:89(store)
        4    0.005    0.001    5.944    1.486 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\packer.py:81(pack)
        7    0.000    0.000    5.528    0.790 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:351(on_key_release)
        7    0.000    0.000    5.528    0.790 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:353(<listcomp>)
        7    0.000    0.000    5.528    0.790 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:222(on_key_release)
        1    0.000    0.000    5.528    5.528 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:324(quit)
        8    0.011    0.001    5.520    0.690 c:\Python35-32\lib\bz2.py:328(compress)
        1    0.052    0.052    5.444    5.444 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_session_mgr.py:141(save_game)
    45283    3.226    0.000    5.002    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:404(render)
        8    4.499    0.562    4.499    0.562 {method 'compress' of '_bz2.BZ2Compressor' objects}
    41186    0.347    0.000    4.000    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:122(draw_feature)
        1    0.000    0.000    3.003    3.003 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:67(add)
        4    0.002    0.000    2.406    0.602 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\packer.py:103(__setitem__)
        2    0.000    0.000    2.386    1.193 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\scene_title.py:96(on_key_press)
        1    0.000    0.000    2.383    2.383 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:21(__init__)
        1    0.000    0.000    2.382    2.382 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:34(create_layers)
   388301    1.450    0.000    2.309    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:572(__getitem__)
        4    1.658    0.415    2.179    0.545 {built-in method _pickle.dumps}
     1806    0.010    0.000    1.913    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:62(on_update)
     1155    1.726    0.001    1.726    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:179(present)
     1155    0.058    0.000    1.508    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:911(draw)
        1    0.000    0.000    1.294    1.294 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:356(__init__)
        2    0.000    0.000    1.246    0.623 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:83(__init__)
        3    1.077    0.359    1.209    0.403 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:279(from_gradient)
        1    0.000    0.000    1.183    1.183 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:368(create_text)
    45283    0.206    0.000    1.116    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\compat.py:32(<lambda>)
        1    0.000    0.000    1.111    1.111 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:75(set_current)
        1    0.000    0.000    1.111    1.111 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:81(get)
        1    0.001    0.001    1.111    1.111 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\packer.py:74(unpack)
        2    0.005    0.003    1.102    0.551 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:150(parse_text)
     1299    0.053    0.000    1.047    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\resources.py:101(render)
        1    0.000    0.000    1.016    1.016 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:75(create_gradient_surface)
        8    1.009    0.126    1.009    0.126 {method 'flush' of '_bz2.BZ2Compressor' objects}
      613    0.029    0.000    1.004    0.002 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:183(draw_fps)
   464389    0.976    0.000    0.976    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:603(feature)
      613    0.008    0.000    0.971    0.002 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\scenes\base_scenes.py:68(draw_fps)
73824/73820    0.284    0.000    0.968    0.000 {built-in method builtins.isinstance}
   342232    0.961    0.000    0.961    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:523(inside_boundaries)
     8673    0.096    0.000    0.889    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\resources.py:124(text_size)
       79    0.001    0.000    0.881    0.011 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\scenes\base_scenes.py:106(on_update)
       79    0.002    0.000    0.881    0.011 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\scenes\base_scenes.py:109(<listcomp>)
     1161    0.015    0.000    0.879    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\utils.py:39(render)
   429521    0.878    0.000    0.878    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:151(current_level)
    88974    0.584    0.000    0.861    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:356(heuristic)
       95    0.029    0.000    0.844    0.009 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:251(wrap_text)
    85706    0.402    0.000    0.774    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\utils.py:161(get)
     1845    0.024    0.000    0.770    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:214(from_surface)
   387537    0.761    0.000    0.761    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:77(tile_height)
   387537    0.751    0.000    0.751    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:72(tile_width)
     1845    0.630    0.000    0.746    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:511(from_surface)
        4    0.738    0.185    0.738    0.185 {built-in method _pickle.loads}
    45304    0.414    0.000    0.684    0.000 c:\Python35-32\lib\abc.py:178(__instancecheck__)
    40108    0.459    0.000    0.681    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:125(draw_objects)
      542    0.007    0.000    0.645    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:1004(draw)
    40108    0.190    0.000    0.638    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:138(draw_tile_fx)
        4    0.547    0.137    0.628    0.157 {method 'dump' of '_pickle.Pickler' objects}
    20114    0.126    0.000    0.615    0.000 c:\Python35-32\lib\ntpath.py:220(splitext)
       57    0.006    0.000    0.609    0.011 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:309(draw)
    38557    0.591    0.000    0.591    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_entities.py:140(__getstate__)
        6    0.000    0.000    0.576    0.096 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:331(on_key_press)
        6    0.001    0.000    0.574    0.096 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:348(<listcomp>)
        6    0.000    0.000    0.573    0.096 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:165(on_key_press)
        1    0.000    0.000    0.562    0.562 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\rnd_gen.py:246(make_map)
        1    0.000    0.000    0.562    0.562 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:114(__init__)
        1    0.080    0.080    0.562    0.562 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:125(<dictcomp>)
    88949    0.369    0.000    0.559    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\utils.py:157(put)
       57    0.001    0.000    0.544    0.010 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:155(draw)
        6    0.001    0.000    0.513    0.085 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:305(handle_turn)
      542    0.026    0.000    0.502    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:987(render)
        1    0.031    0.031    0.489    0.489 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:211(set_tiling_index)
     8673    0.212    0.000    0.484    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\font.py:365(text_size)
    85706    0.336    0.000    0.482    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\utils.py:153(empty)
    40108    0.276    0.000    0.477    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:133(draw_creatures)
        4    0.000    0.000    0.458    0.115 c:\Python35-32\lib\bz2.py:339(decompress)
     7680    0.109    0.000    0.458    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:217(get_tiling_index)
        4    0.458    0.114    0.458    0.114 {method 'decompress' of '_bz2.BZ2Decompressor' objects}
    20114    0.266    0.000    0.449    0.000 c:\Python35-32\lib\genericpath.py:111(_splitext)
    40108    0.184    0.000    0.448    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\tile_fx.py:63(get)
    10067    0.077    0.000    0.446    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\resources.py:90(load)
     7734    0.150    0.000    0.439    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_entities.py:43(__init__)
     4265    0.022    0.000    0.425    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:46(space_left)
        1    0.086    0.086    0.380    0.380 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\rnd_gen.py:277(create_neighbors)
     1299    0.245    0.000    0.374    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\font.py:320(render)
    85706    0.372    0.000    0.372    0.000 {built-in method _heapq.heappop}
      544    0.016    0.000    0.365    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:82(tiles_on_screen)
      543    0.011    0.000    0.359    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:271(from_color)
    30272    0.231    0.000    0.349    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:186(has_same_id)
      543    0.056    0.000    0.333    0.001 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:548(from_color)
     1993    0.307    0.000    0.307    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:426(__del__)
        1    0.076    0.076    0.297    0.297 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:201(set_tile_variation)
    45286    0.288    0.000    0.288    0.000 c:\Python35-32\lib\site-packages\sdl2\rect.py:40(__init__)
   177948    0.277    0.000    0.277    0.000 {built-in method builtins.abs}
    89950    0.267    0.000    0.267    0.000 c:\Python35-32\lib\_weakrefset.py:70(__contains__)
    40109    0.180    0.000    0.264    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\tile_fx.py:20(data)
147472/147353    0.257    0.000    0.257    0.000 {built-in method builtins.len}
       44    0.000    0.000    0.247    0.006 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:377(on_update)
      544    0.200    0.000    0.246    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:86(<listcomp>)
      273    0.132    0.000    0.245    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:142(creatures)
        1    0.000    0.000    0.235    0.235 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:31(__init__)
        1    0.000    0.000    0.200    0.200 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:629(__init__)
    94087    0.191    0.000    0.191    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_containers.py:622(creatures)
    88949    0.190    0.000    0.190    0.000 {built-in method _heapq.heappush}
    10650    0.072    0.000    0.187    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_entities.py:182(set_template)
        1    0.000    0.000    0.185    0.185 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:744(create_main)
     7680    0.167    0.000    0.167    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\rnd_gen.py:280(<setcomp>)
     8073    0.050    0.000    0.163    0.000 c:\Python35-32\lib\random.py:170(randrange)
       22    0.000    0.000    0.158    0.007 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:384(on_update)
     3389    0.085    0.000    0.156    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\color.py:545(convert_to_color)
    11155    0.092    0.000    0.149    0.000 c:\Python35-32\lib\random.py:220(_randbelow)
        2    0.000    0.000    0.149    0.074 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:163(__init__)
        2    0.001    0.001    0.144    0.072 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:336(render_surfaces)
     1584    0.039    0.000    0.142    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\sftext.py:379(visible_sprites)
       95    0.001    0.000    0.140    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\style.py:88(split)
       95    0.004    0.000    0.139    0.001 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\sftext\style.py:106(_get_style)
     2274    0.095    0.000    0.130    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:409(__init__)
    60342    0.130    0.000    0.130    0.000 {method 'rfind' of 'str' objects}
     7680    0.126    0.000    0.126    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\rnd_gen.py:288(<setcomp>)
    41728    0.100    0.000    0.123    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_entities.py:128(sprite)
        3    0.003    0.001    0.123    0.041 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\packer.py:56(unpack_json)
    40108    0.076    0.000    0.122    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:135(<listcomp>)
    59358    0.120    0.000    0.120    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:445(size)
    58036    0.113    0.000    0.113    0.000 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:432(center)
        2    0.000    0.000    0.112    0.056 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_map.py:186(set_fov)
        2    0.000    0.000    0.106    0.053 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:191(create_background)
      429    0.005    0.000    0.105    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:226(from_tileset)
    11381    0.081    0.000    0.102    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\util\rect\rect.py:47(__init__)
        1    0.102    0.102    0.102    0.102 c:\Python35-32\lib\site-packages\sdl2\ext\sprite.py:27(__init__)
        2    0.000    0.000    0.101    0.050 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:94(__init__)
        2    0.018    0.009    0.101    0.050 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:118(create_map)
      545    0.030    0.000    0.099    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:56(set_offset)
     1078    0.009    0.000    0.098    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\layers\layer_map.py:143(draw_fog)
      429    0.066    0.000    0.096    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\manager.py:248(_from_tileset_area)
        1    0.000    0.000    0.090    0.090 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\scene_title.py:19(__init__)
       22    0.000    0.000    0.090    0.004 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\scenes\scene_creation.py:311(on_update)
     2093    0.007    0.000    0.089    0.000 c:\Python35-32\lib\re.py:278(_compile)
      542    0.012    0.000    0.088    0.000 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\scene_manager\layers\base_layers.py:866(draw)
        1    0.001    0.001    0.085    0.085 C:\Users\Lucas\Documents\Python\pygame\cnl\cnl015_2_pysdl2\dnf_main\scenes\..\..\dnf_main\map_gen\populate_level.py:66(populate)
